"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Funding Details","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Ashraff S.; Razvi S.","Ashraff, Suhel (55762814800); Razvi, Salman (7003484549)","55762814800; 7003484549","Diagnosis and treatment of hypothyroidism","2018","Endocrinology (Switzerland)","","","","391","426","35","2","10.1007/978-3-319-45013-1_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089087077&doi=10.1007%2f978-3-319-45013-1_14&partnerID=40&md5=755f4dbc4970236bcf4eedc50271624c","Institute of Genetic Medicine, Central Parkway, Newcastle University, Newcastle upon Tyne, NE1 3BZ, United Kingdom","Ashraff S., Institute of Genetic Medicine, Central Parkway, Newcastle University, Newcastle upon Tyne, NE1 3BZ, United Kingdom; Razvi S., Institute of Genetic Medicine, Central Parkway, Newcastle University, Newcastle upon Tyne, NE1 3BZ, United Kingdom","","S. Razvi; Institute of Genetic Medicine, Central Parkway, Newcastle University, Newcastle upon Tyne, NE1 3BZ, United Kingdom; email: Salman.razvi@ncl.ac.uk","","Springer Science and Business Media Deutschland GmbH","25101927","","","","English","Endocrinol.","Book chapter","Final","","Scopus","2-s2.0-85089087077"
"Gerenova J.; Manolova I.; Stanilova S.","Gerenova, Julieta (6602073524); Manolova, Irena (6701814343); Stanilova, Spaska (6602403299)","6602073524; 6701814343; 6602403299","Impact of IL-10 and IL-12B single nucleotide polymorphisms on circulating cytokine level in development of Hashimoto's thyroiditis","2016","Biotechnology and Biotechnological Equipment","30","4","","713","720","7","3","10.1080/13102818.2016.1173522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978540804&doi=10.1080%2f13102818.2016.1173522&partnerID=40&md5=75b100bfdbdcf373daf7c33ad36bd2b9","Department of Endocrinology, University Hospital, Trakia University, Stara Zagora, Bulgaria; Medical Faculty, Department of Molecular Biology, Immunology and Medical Genetics, Trakia University, Stara Zagora, Bulgaria","Gerenova J., Department of Endocrinology, University Hospital, Trakia University, Stara Zagora, Bulgaria; Manolova I., Medical Faculty, Department of Molecular Biology, Immunology and Medical Genetics, Trakia University, Stara Zagora, Bulgaria; Stanilova S., Medical Faculty, Department of Molecular Biology, Immunology and Medical Genetics, Trakia University, Stara Zagora, Bulgaria","","J. Gerenova; Department of Endocrinology, University Hospital, Trakia University, Stara Zagora, Bulgaria; email: jgerenova@abv.bg","","Taylor and Francis Ltd.","13102818","","","","English","Biotechnol. Biotechnol. Equip.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84978540804"
"Song R.-H.; Zhao J.; Gao C.-Q.; Qin Q.; Zhang J.-A.","Song, Rong-hua (55376409200); Zhao, Jing (57218593432); Gao, Chao-qun (57218592151); Qin, Qiu (36240006900); Zhang, Jin-an (7601344287)","55376409200; 57218593432; 57218592151; 36240006900; 7601344287","Inclusion of ALKBH5 as a candidate gene for the susceptibility of autoimmune thyroid disease","2021","Advances in Medical Sciences","66","2","","351","358","7","12","10.1016/j.advms.2021.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110704333&doi=10.1016%2fj.advms.2021.07.006&partnerID=40&md5=128e11a5a65bead7d59f73cb342e86a6","Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, China","Song R.-H., Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, China; Zhao J., Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, China; Gao C.-Q., Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, China; Qin Q., Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, China; Zhang J.-A., Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, China","Medical and Health, (PKJ2018-Y39); Science and Technology Development Fund of Pudong New District Minsheng Scientific Research; Shanghai Medical Key Specialty, (ZK2019C09); Talent Youth Cultivation Plan of Pudong New District, (PWRq2020-11); National Natural Science Foundation of China, NSFC, (81800696, 81900710); Shanghai University of Medicine and Health Sciences, SUMHS, (B3-0200-20-311008-30)","Q. Qin; Department of Endocrinology & Rheumatology, Shanghai University of Medicine & Health Sciences Affiliated Zhoupu Hospital, Shanghai, No. 1500 Zhouyuan Road, China; email: 719190342@qq.com","","Medical University of Bialystok","18961126","","","34304114","English","Adv. Med. Sci.","Article","Final","","Scopus","2-s2.0-85110704333"
"Reyes M.; Karaca A.; Bastepe M.; Gulcelik N.E.; Jüppner H.","Reyes, Monica (39062089000); Karaca, Anara (57189645849); Bastepe, Murat (6602759437); Gulcelik, Nese Ersoz (7801567784); Jüppner, Harald (7006132081)","39062089000; 57189645849; 6602759437; 7801567784; 7006132081","A novel deletion involving GNAS exon 1 causes PHP1A and further refines the region required for normal methylation at exon A/B","2017","Bone","103","","","281","286","5","4","10.1016/j.bone.2017.07.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026229504&doi=10.1016%2fj.bone.2017.07.013&partnerID=40&md5=e604af04a82b3be85f98ecb0cec8f496","Endocrine Unit, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States; Ankara Training and Research Hospital, Endocrinology and Metabolism, Ankara, Turkey; Pediatric Nephrology Unit, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States","Reyes M., Endocrine Unit, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States; Karaca A., Ankara Training and Research Hospital, Endocrinology and Metabolism, Ankara, Turkey; Bastepe M., Endocrine Unit, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States; Gulcelik N.E., Ankara Training and Research Hospital, Endocrinology and Metabolism, Ankara, Turkey; Jüppner H., Endocrine Unit, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States, Pediatric Nephrology Unit, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States","National Institutes of Health, NIH, (RO1 DK46718); National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK, (R01DK073911)","H. Jüppner; Endocrine Unit, Boston, 50 Blossom Street, Thier 1037, 2114-2696, United States; email: HJUEPPNER@mgh.harvard.edu","","Elsevier Inc.","87563282","","BONED","28711660","English","Bone","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85026229504"
"Yaşar A.; Altun E.E.; Kırmızıbekmez H.; Dursun F.","Yaşar, Ayşe (59306937300); Altun, Esma Ebru (59307236800); Kırmızıbekmez, Heves (57207806687); Dursun, Fatma (16552091700)","59306937300; 59307236800; 57207806687; 16552091700","Evaluation of the etiology of subclinical hypothyroidism in children","2024","Journal of Pediatric Endocrinology and Metabolism","37","10","","885","891","6","0","10.1515/jpem-2024-0259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202655162&doi=10.1515%2fjpem-2024-0259&partnerID=40&md5=2e007cde76ed8e226859594ab9851630","Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Elmalıkent mah. Ademyavuz cad. No: 1, Umraniye, Istanbul, Turkey; Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Istanbul, Turkey","Yaşar A., Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Elmalıkent mah. Ademyavuz cad. No: 1, Umraniye, Istanbul, Turkey; Altun E.E., Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Istanbul, Turkey; Kırmızıbekmez H., Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Istanbul, Turkey; Dursun F., Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Istanbul, Turkey","","A. Yaşar; Department of Pediatric Endocrinology, University of Health Science Umraniye Training and Research Hospital, Istanbul, Elmalıkent mah. Ademyavuz cad. No: 1, Umraniye, Turkey; email: aseyasar@gmail.com","","Walter de Gruyter GmbH","0334018X","","JPEMF","39189676","English","J. Pediatr. Endocrinol. Metab.","Article","Final","","Scopus","2-s2.0-85202655162"
"Arakawa Y.; Watanabe M.; Inoue N.; Sarumaru M.; Hidaka Y.; Iwatani Y.","Arakawa, Y. (57189582235); Watanabe, M. (55793188612); Inoue, N. (35750180700); Sarumaru, M. (55382279200); Hidaka, Y. (7102099529); Iwatani, Y. (7005606504)","57189582235; 55793188612; 35750180700; 55382279200; 7102099529; 7005606504","Association of polymorphisms in DNMT1, DNMT3A, DNMT3B, MTHFR and MTRR genes with global DNA methylation levels and prognosis of autoimmune thyroid disease","2012","Clinical and Experimental Immunology","170","2","","194","201","7","59","10.1111/j.1365-2249.2012.04646.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867208232&doi=10.1111%2fj.1365-2249.2012.04646.x&partnerID=40&md5=1af69c14c5921134c0dcd6e1cdefee51","Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka, Japan; Department of Laboratory Medicine, Osaka University, Graduate School of Medicine, Osaka, Japan","Arakawa Y., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka, Japan; Watanabe M., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka, Japan; Inoue N., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka, Japan; Sarumaru M., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka, Japan; Hidaka Y., Department of Laboratory Medicine, Osaka University, Graduate School of Medicine, Osaka, Japan; Iwatani Y., Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka, Japan","Japan Society for the Promotion of Science, JSPS, (23390150, 23590671, 24590695)","Y. Iwatani; Department of Biomedical Informatics, Division of Health Sciences, Osaka University Graduate School of Medicine, Osaka 565-0871, Yamadaoka 1-7 Suita, Japan; email: iwatani@sahs.med.osaka-u.ac.jp","","","13652249","","CEXIA","23039890","English","Clin. Exp. Immunol.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84867208232"
"Almalali M.I.A.; Takrouni A.O.; Alqattan A.A.; Alsolami S.; Salman J.M.J.; Aljehani M.M.M.; Albaqami R.M.J.; Alyahyaei A.M.; Alrasheed F.A.A.","Almalali, Maryam Isa Ahmed (57782457800); Takrouni, Arwa Omar (57205651652); Alqattan, Abeer Ali (57781393300); Alsolami, Sana (56437987000); Salman, Jasim Maki Jasim (57781664200); Aljehani, Mohammed Maher Mousa (57960624900); Albaqami, Rakan Mohammad J. (57781664300); Alyahyaei, Abdulrahman Mohammad (57781921900); Alrasheed, Fathi Aysh Abdullah (57780879000)","57782457800; 57205651652; 57781393300; 56437987000; 57781664200; 57960624900; 57781664300; 57781921900; 57780879000","Autoimmune thyroiditis a fibrous variant of Hashimoto's thyroiditis: A rare case","2022","Annals of Medicine and Surgery","79","","104019","","","","2","10.1016/j.amsu.2022.104019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133424280&doi=10.1016%2fj.amsu.2022.104019&partnerID=40&md5=3b234917e7c5e9e1faeedd56dce5ce6d","General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Radiology Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Histopathology Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; General Surgery Department, King Fahad University Hospital, Khobar, 34445, Saudi Arabia; Consultant of General and Minimal Invasive Surgery, Dammam Medical Complex, Dammam, 31444, Saudi Arabia","Almalali M.I.A., General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Takrouni A.O., General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Alqattan A.A., Radiology Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Alsolami S., Histopathology Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Salman J.M.J., General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Aljehani M.M.M., General Surgery Department, King Fahad University Hospital, Khobar, 34445, Saudi Arabia; Albaqami R.M.J., General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Alyahyaei A.M., General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; Alrasheed F.A.A., Consultant of General and Minimal Invasive Surgery, Dammam Medical Complex, Dammam, 31444, Saudi Arabia","","M.I.A. Almalali; General Surgery Department, Dammam Medical Complex, Dammam, 31444, Saudi Arabia; email: AlmalaliMaryam@gmail.com","","Elsevier Ltd","20490801","","","","English","Ann. Med. Surg.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85133424280"
"Hissong E.; Chiu K.; Park H.; Solomon J.; Song W.; Jessurun J.","Hissong, Erika (56695133300); Chiu, Kenrry (57214091947); Park, Hyeon (57223289897); Solomon, James (58110814800); Song, Wei (57197529736); Jessurun, Jose (7005621195)","56695133300; 57214091947; 57223289897; 58110814800; 57197529736; 7005621195","Thyroid-Like Cholangiocarcinoma: Histopathological, Immunohistochemical, In-Situ Hybridization and Molecular Studies on an Uncommon Emerging Entity","2021","International Journal of Surgical Pathology","29","8","","920","925","5","2","10.1177/10668969211013906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105469071&doi=10.1177%2f10668969211013906&partnerID=40&md5=fc20971abd05cdeab4ecb6650376fd73","University of Michigan, Ann Arbor, MI, United States; New York Presbyterian-Weill Cornell Medicine, New York, NY, United States","Hissong E., University of Michigan, Ann Arbor, MI, United States; Chiu K., New York Presbyterian-Weill Cornell Medicine, New York, NY, United States; Park H., New York Presbyterian-Weill Cornell Medicine, New York, NY, United States; Solomon J., New York Presbyterian-Weill Cornell Medicine, New York, NY, United States; Song W., New York Presbyterian-Weill Cornell Medicine, New York, NY, United States; Jessurun J., New York Presbyterian-Weill Cornell Medicine, New York, NY, United States","","E. Hissong; University of Michigan, Ann Arbor, United States; email: ehissong@med.umich.edu","","SAGE Publications Inc.","10668969","","IJSPF","33939475","English","Int. J. Surg. Pathol.","Article","Final","","Scopus","2-s2.0-85105469071"
"Wiersinga W.M.","Wiersinga, Wilmar M. (7101819215)","7101819215","Paradigm shifts in thyroid hormone replacement therapies for hypothyroidism","2014","Nature Reviews Endocrinology","10","3","","164","174","10","81","10.1038/nrendo.2013.258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905723129&doi=10.1038%2fnrendo.2013.258&partnerID=40&md5=fc8985642034269203449c6518cad7a2","Department of Endocrinology and Metabolism, Academic Medical Centre, Room F5-165, Meibergdreef 9, Amsterdam, 1105AZ, Netherlands","Wiersinga W.M., Department of Endocrinology and Metabolism, Academic Medical Centre, Room F5-165, Meibergdreef 9, Amsterdam, 1105AZ, Netherlands","","","","Nature Publishing Group","17595029","","","24419358","English","Nat. Rev. Endocrionol.","Review","Final","","Scopus","2-s2.0-84905723129"
"Ceresini G.; Urban M.L.; Corradi D.; Lauretani F.; Marina M.; Usberti E.; Palmisano A.; Buzio C.; Vaglio A.","Ceresini, Graziano (7003310358); Urban, Maria L. (57215221129); Corradi, Domenico (6701570668); Lauretani, Fulvio (6602983871); Marina, Michela (57211811192); Usberti, Elisa (15763778800); Palmisano, Alessandra (23006127400); Buzio, Carlo (56262849100); Vaglio, Augusto (6701813937)","7003310358; 57215221129; 6701570668; 6602983871; 57211811192; 15763778800; 23006127400; 56262849100; 6701813937","Association between idiopathic retroperitoneal fibrosis and autoimmune thyroiditis: A case-control study","2015","Autoimmunity Reviews","14","1","","16","22","6","34","10.1016/j.autrev.2014.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027931070&doi=10.1016%2fj.autrev.2014.08.006&partnerID=40&md5=059f3d9ba7414b8c357782e69938aa3d","Department of Clinical and Experimental Medicine, Endocrinology of Aging Unit, University of Parma, Parma, Italy; Nephrology Unit, University Hospital of Parma, Parma, Italy; Department of Biomedical, Biotechnological and Translational Sciences, Unit of Pathology, University of Parma, Parma, Italy","Ceresini G., Department of Clinical and Experimental Medicine, Endocrinology of Aging Unit, University of Parma, Parma, Italy; Urban M.L., Nephrology Unit, University Hospital of Parma, Parma, Italy; Corradi D., Department of Biomedical, Biotechnological and Translational Sciences, Unit of Pathology, University of Parma, Parma, Italy; Lauretani F., Department of Clinical and Experimental Medicine, Endocrinology of Aging Unit, University of Parma, Parma, Italy; Marina M., Department of Clinical and Experimental Medicine, Endocrinology of Aging Unit, University of Parma, Parma, Italy; Usberti E., Department of Clinical and Experimental Medicine, Endocrinology of Aging Unit, University of Parma, Parma, Italy; Palmisano A., Nephrology Unit, University Hospital of Parma, Parma, Italy; Buzio C., Nephrology Unit, University Hospital of Parma, Parma, Italy; Vaglio A., Nephrology Unit, University Hospital of Parma, Parma, Italy","","","","Elsevier B.V.","15689972","","ARUEB","25172237","English","Autoimmun. Rev.","Review","Final","","Scopus","2-s2.0-85027931070"
"Benvenga S.; Capodicasa G.; Perelli S.; Ferrari S.M.; Fallahi P.; Antonelli A.","Benvenga, Salvatore (7004323002); Capodicasa, Giovanni (57197769241); Perelli, Sarah (57197773992); Ferrari, Silvia Martina (35233137100); Fallahi, Poupak (8557007600); Antonelli, Alessandro (56003681200)","7004323002; 57197769241; 57197773992; 35233137100; 8557007600; 56003681200","Increased requirement of replacement doses of levothyroxine caused by liver cirrhosis","2018","Frontiers in Endocrinology","9","APR","150","","","","16","10.3389/fendo.2018.00150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045770912&doi=10.3389%2ffendo.2018.00150&partnerID=40&md5=7e598dd11ffc59c642e60a8fee304b37","Department of Clinical and Experimental Medicine, University of Messina, Policlinico Universitario G. Martino, Messina, Italy; Master Program on Childhood, Adolescent and Women's Endocrine Health, University of Messina, Policlinico Universitario G. Martino, Messina, Italy; Interdepartmental Program of Molecular and Clinical Endocrinology and Women's Endocrine Health, University Hospital, Policlinico Universitario G. Martino, Messina, Italy; Department of Clinical and Experimental Medicine, University of Pisa, Pisa, Italy","Benvenga S., Department of Clinical and Experimental Medicine, University of Messina, Policlinico Universitario G. Martino, Messina, Italy, Master Program on Childhood, Adolescent and Women's Endocrine Health, University of Messina, Policlinico Universitario G. Martino, Messina, Italy, Interdepartmental Program of Molecular and Clinical Endocrinology and Women's Endocrine Health, University Hospital, Policlinico Universitario G. Martino, Messina, Italy; Capodicasa G., Department of Clinical and Experimental Medicine, University of Messina, Policlinico Universitario G. Martino, Messina, Italy; Perelli S., Department of Clinical and Experimental Medicine, University of Messina, Policlinico Universitario G. Martino, Messina, Italy; Ferrari S.M., Department of Clinical and Experimental Medicine, University of Pisa, Pisa, Italy; Fallahi P., Department of Clinical and Experimental Medicine, University of Pisa, Pisa, Italy; Antonelli A., Department of Clinical and Experimental Medicine, University of Pisa, Pisa, Italy","","G. Capodicasa; Department of Clinical and Experimental Medicine, University of Messina, Policlinico Universitario G. Martino, Messina, Italy; email: capodicasagio@gmail.com","","Frontiers Media S.A.","16642392","","","","English","Front. Endocrinol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85045770912"
"Yu M.-P.; Xu X.-S.; Zhou Q.; Deuitch N.; Lu M.-P.","Yu, Mei-Ping (57211456207); Xu, Xi-Sheng (57211455480); Zhou, Qing (55633766900); Deuitch, Natalie (57190666953); Lu, Mei-Ping (35311324000)","57211456207; 57211455480; 55633766900; 57190666953; 35311324000","Haploinsufficiency of A20 (HA20): updates on the genetics, phenotype, pathogenesis and treatment","2020","World Journal of Pediatrics","16","6","","575","584","9","52","10.1007/s12519-019-00288-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074006789&doi=10.1007%2fs12519-019-00288-6&partnerID=40&md5=532050bb0c6b657fc46d9f744a20d751","Department of Rheumatology Immunology and Allergy, Children’s Hospital, Zhejiang University School of Medicine, Hangzhou, 310052, China; MOE Key Laboratory of Biosystems Homeostasis & Protection, Life Sciences Institute, Zhejiang University, Hangzhou, China; Genetics Department, Stanford University, CA, United States","Yu M.-P., Department of Rheumatology Immunology and Allergy, Children’s Hospital, Zhejiang University School of Medicine, Hangzhou, 310052, China; Xu X.-S., Department of Rheumatology Immunology and Allergy, Children’s Hospital, Zhejiang University School of Medicine, Hangzhou, 310052, China; Zhou Q., MOE Key Laboratory of Biosystems Homeostasis & Protection, Life Sciences Institute, Zhejiang University, Hangzhou, China; Deuitch N., Genetics Department, Stanford University, CA, United States; Lu M.-P., Department of Rheumatology Immunology and Allergy, Children’s Hospital, Zhejiang University School of Medicine, Hangzhou, 310052, China","Zhejiang Province Public Welfare Technology Application Research Project, (LGF19H100002); Zhejiang Province Public Welfare Technology Application Research Project","M.-P. Lu; Department of Rheumatology Immunology and Allergy, Children’s Hospital, Zhejiang University School of Medicine, Hangzhou, 310052, China; email: meipinglu@zju.edu.cn","","Institute of Pediatrics of Zhejiang University","17088569","","","31587140","English","World J. Pediatr.","Review","Final","","Scopus","2-s2.0-85074006789"
"Moniuszko A.; Wawrusiewicz-Kurylonek N.; Bossowska A.; Gos̈cik J.; Łuczyński W.; Głowińska-Olszewska B.; Krętowski A.; Bossowski A.","Moniuszko, Anna (23019401000); Wawrusiewicz-Kurylonek, Natalia (23483091900); Bossowska, Anna (6602350720); Gos̈cik, Joanna (36147332600); Łuczyński, Włodzimierz (6701460350); Głowińska-Olszewska, Barbara (55922301400); Krętowski, Adam (7006552090); Bossowski, Artur (6603862000)","23019401000; 23483091900; 6602350720; 36147332600; 6701460350; 55922301400; 7006552090; 6603862000","The association between rs4684677 T/A polymorphism in preproghrelin gene and predisposition to autoimmune thyroid diseases in children","2015","Autoimmunity","48","6","","418","422","4","3","10.3109/08916934.2015.1033687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940475467&doi=10.3109%2f08916934.2015.1033687&partnerID=40&md5=7b65705ed2b75c5b6efa7c7cad3fa0ef","Department of Infectious Diseases and Neuroinfections, Medical University in Białystok, PL Zurawia Street 14, Białystok, 15-540, Poland; Department of Endocrinology and Diabetes with Internal Medicine, Medical University in Białystok, Białystok, Poland; Division of Cardiology, Internal Affairs Ministry Hospital in Białystok, Białystok, Poland; Software Department, Faculty of Computer Science, Bialystok University of Technology, Białystok, Poland; Department of Pediatric Endocrinology, Diabetology with Cardiology Division, Medical University of Białystok, Białystok, Poland","Moniuszko A., Department of Infectious Diseases and Neuroinfections, Medical University in Białystok, PL Zurawia Street 14, Białystok, 15-540, Poland; Wawrusiewicz-Kurylonek N., Department of Endocrinology and Diabetes with Internal Medicine, Medical University in Białystok, Białystok, Poland; Bossowska A., Division of Cardiology, Internal Affairs Ministry Hospital in Białystok, Białystok, Poland; Gos̈cik J., Software Department, Faculty of Computer Science, Bialystok University of Technology, Białystok, Poland; Łuczyński W., Department of Pediatric Endocrinology, Diabetology with Cardiology Division, Medical University of Białystok, Białystok, Poland; Głowińska-Olszewska B., Department of Pediatric Endocrinology, Diabetology with Cardiology Division, Medical University of Białystok, Białystok, Poland; Krętowski A., Department of Endocrinology and Diabetes with Internal Medicine, Medical University in Białystok, Białystok, Poland; Bossowski A., Department of Pediatric Endocrinology, Diabetology with Cardiology Division, Medical University of Białystok, Białystok, Poland","","A. Moniuszko; Department of Infectious Diseases and Neuroinfections, Medical University in Białystok, Białystok, PL Zurawia Street 14, 15-540, Poland; email: annamoniuszko@op.pl","","Taylor and Francis Ltd.","08916934","","AUIME","25868387","English","Autoimmunity","Article","Final","","Scopus","2-s2.0-84940475467"
"Paşcanu I.; Borda A.; Bǎnescu C.","Paşcanu, Ionela (35146485800); Borda, Angela (6602529796); Bǎnescu, Claudia (35145322500)","35146485800; 6602529796; 35145322500","Thyroid nodule with Hashimoto thyroiditis in childhood - A challenging experience","2008","Romanian Journal of Morphology and Embryology","49","4","","541","545","4","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449931493&partnerID=40&md5=00bbf0af5170b2a45488ed3aa4f8d936","Department of Genetics, University of Medicine and Pharmacy of Targu Mures, Romania; Endocrinology Clinic, University of Medicine and Pharmacy of Targu Mures, Romania; Department of Histology, University of Medicine and Pharmacy of Targu Mures, Romania","Paşcanu I., Department of Genetics, University of Medicine and Pharmacy of Targu Mures, Romania, Endocrinology Clinic, University of Medicine and Pharmacy of Targu Mures, Romania; Borda A., Department of Histology, University of Medicine and Pharmacy of Targu Mures, Romania; Bǎnescu C., Department of Genetics, University of Medicine and Pharmacy of Targu Mures, Romania","","I. Paşcanu; Department of Genetics, University of Medicine and Pharmacy of Targu Mures, 540 000 Târgu Mureş, 38 Gheorghe Marinescu Street, Romania; email: iopascanu@gmail.com","","","20668279","","","19050804","English","Rom. J. Mor. Embry.","Article","Final","","Scopus","2-s2.0-70449931493"
